0 0 0 658 1669
0 -7 0 656 1668
0 2 0 656 1667
0 4 0 657 1661
0 -11 0 662 1669
0 -1 0 656 1663
0 -10 0 657 1669
0 0 0 659 1668
0 -7 0 658 1667
0 -1 0 659 1671
0 1 0 658 1668
0 -2 0 657 1667
0 -2 0 656 1668
0 -2 0 660 1670
0 -1 0 655 1666
0 -5 0 659 1668
0 -9 0 660 1671
0 -1 0 655 1665
0 0 0 660 1669
0 0 0 653 1666
0 -4 0 658 1672
0 0 0 657 1667
0 -2 0 662 1671
0 -2 0 659 1670
0 0 0 659 1671
0 -5 0 658 1671
0 0 0 657 1669
0 -4 0 659 1668
0 -2 0 657 1666
0 -1 0 664 1668
0 -9 0 656 1664
0 -3 0 656 1667
0 -2 0 655 1666
0 -5 0 660 1668
0 1 0 656 1664
0 -9 0 658 1667
0 -2 0 654 1670
0 -1 0 657 1671
0 -9 0 658 1671
0 -1 0 659 1667
0 -1 0 659 1667
0 -5 0 659 1670
0 0 0 656 1670
0 0 0 658 1669
0 -4 0 662 1669
-1 -4 0 656 1668
-1 -5 0 661 1669
-1 -2 0 658 1666
-1 -6 0 661 1670
-1 5 0 661 1671
-1 -4 0 690 1673
-1 -2 0 689 1668
-1 0 0 659 1671
-1 0 0 657 1667
-1 -4 0 657 1666
-1 0 0 658 1669
-1 -5 0 657 1673
-1 0 0 660 1670
-1 -2 0 657 1664
-1 -4 0 666 1669
-1 4 0 654 1666
-1 2 0 660 1669
-1 -5 0 658 1674
-1 -1 0 657 1668
-1 0 0 660 1668
-1 -3 0 661 1668
-1 0 0 658 1669
-1 0 0 659 1671
-1 -4 0 661 1668
-1 -3 0 660 1669
-1 -1 0 656 1667
-1 0 0 665 1668
-1 1 0 660 1670
-1 5 0 659 1668
-1 -5 0 657 1669
-1 0 0 660 1672
-1 1 0 657 1666
-1 -1 0 659 1671
-1 -3 0 661 1669
-1 -4 0 658 1669
-1 0 0 655 1667
-1 0 0 659 1671
-1 0 0 660 1670
-1 2 0 660 1672
-1 3 0 658 1669
-1 -4 0 659 1671
-1 0 0 658 1669
-1 -1 0 664 1670
-1 0 0 657 1667
-1 -4 0 658 1669
-1 -6 0 658 1664
-1 0 0 646 1670
-1 -3 0 657 1667
-1 0 0 658 1671
-1 3 0 655 1669
-1 -4 0 661 1671
-1 -6 0 661 1672
-1 4 0 659 1669
-1 0 0 659 1670
-1 -2 0 656 1668
-1 -2 0 662 1670
-1 0 0 658 1669
-1 0 0 656 1668
-1 -5 0 659 1668
-1 3 0 660 1671
-2 -6 0 662 1672
-2 2 0 660 1665
-2 2 0 661 1671
-2 -3 0 656 1669
-2 -5 0 659 1668
-2 -2 0 655 1663
-2 -2 0 662 1672
-2 2 0 657 1668
-2 1 0 658 1670
-2 -12 0 659 1670
-2 -4 0 659 1711
-2 2 0 659 1710
-2 -5 0 659 1706
-2 -3 0 663 1710
-2 5 0 655 1666
-2 -5 0 649 1666
-2 -2 0 659 1669
-2 0 0 659 1672
-2 0 0 666 1670
-2 0 0 658 1659
-2 4 0 658 1667
-2 0 0 655 1665
-2 -3 0 659 1669
-2 0 0 654 1664
-2 1 0 660 1671
-2 -4 0 657 1667
-2 2 0 655 1670
-2 -5 0 661 1669
-2 -1 0 658 1666
-2 -3 0 658 1669
-2 -7 0 655 1664
-2 0 0 658 1666
-2 -3 0 658 1667
-2 2 0 658 1670
-2 -5 0 660 1667
-2 -2 0 654 1665
-2 -2 0 661 1671
